"","provider_id","hospital_name","gastrointestinal","eye","nervous_system","musculoskeletal","skin","genitourinary","cardiovascular","respiratory","other"
"2026",250057,"KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","1373","312","88","372","94","374","53","26","48"
"2027",250058,"SOUTH CENTRAL REG MED CTR","328","0","6","18","41","111","13","11","32"
"2028",250060,"JEFFERSON COUNTY HOSPITAL","0","0","0","0","0","0","0","0","0"
"2029",250061,"YALOBUSHA GENERAL HOSPITAL","0","0","0","0","0","0","0","0","0"
"2030",250067,"CLAY COUNTY MEDICAL CENTER","8","0","4","12","1","82","0","2","0"
"2031",250069,"RUSH FOUNDATION HOSPITAL","4893","0","269","1134","123","352","54","26","66"
"2032",250072,"MERIT HEALTH CENTRAL","807","0","56","386","1907","133","99","31","74"
"2033",250077,"WAYNE GENERAL HOSPITAL","413","0","0","0","31","12","0","3","0"
"2034",250078,"FORREST GENERAL HOSPITAL","876","0","190","1382","4810","290","238","132","357"
"2035",250079,"SHARKEY ISSAQUENA COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036",250081,"ANDERSON RMC SOUTH","0","0","96","0","3393","1","0","0","0"
"2037",250082,"DELTA REGIONAL MEDICAL CENTER","1723","61","2","142","968","393","490","0","115"
"2038",250084,"MERIT HEALTH NATCHEZ","647","9","12","128","321","45","4","13","51"
"2039",250085,"MARION GENERAL HOSPITAL","110","76","5","0","49","1","0","0","1"
"2040",250093,"BOLIVAR MEDICAL CENTER","1532","0","17","149","1013","686","342","12","0"
"2041",250094,"MERIT HEALTH WESLEY","234","231","44","258","645","63","79","24","27"
"2042",250095,"SOUTH SUNFLOWER COUNTY HOSPITAL","423","0","0","7","23","40","0","0","272"
"2043",250096,"MERIT HEALTH RANKIN","909","0","62","581","37","7","34","0","59"
"2044",250097,"SOUTHWEST MS REGIONAL MEDICAL CENTER","3550","746","40","134","146","84","14","119","39"
"2045",250099,"GREENWOOD LEFLORE HOSPITAL","2354","0","155","708","73","163","358","35","232"
"2046",250100,"BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","265","20","16","247","74","173","22","44","45"
"2047",250102,"MISSISSIPPI BAPTIST MEDICAL CENTER","1069","2","46","553","982","1071","216","212","574"
"2048",250104,"ANDERSON REGIONAL MEDICAL CTR","1385","941","114","256","502","238","78","85","73"
"2049",250117,"HIGHLAND COMMUNITY  HOSPITAL","604","95","24","4","25","4","0","0","6"
"2050",250123,"GARDEN PARK MEDICAL CENTER","418","0","25","497","3096","184","0","4","21"
"2051",250124,"MAGEE GENERAL HOSPITAL","391","109","0","23","15","5","0","0","0"
"2052",250126,"NORTH OAK REGIONAL MEDICAL CENTER","173","0","0","0","29","22","0","0","50"
"2053",250128,"PANOLA MEDICAL CENTER","109","0","0","107","21","20","0","0","1"
"2054",250134,"WHITFIELD MEDICAL SURGICAL HOSPITAL","0","0","0","0","0","0","0","0","0"
"2055",250136,"MERIT HEALTH WOMEN'S HOSPITAL","43","0","0","8","472","423","0","0","61"
"2056",250138,"MERIT HEALTH RIVER OAKS","318","0","97","1217","64","276","33","60","39"
"2057",250141,"BAPTIST MEMORIAL HOSPITAL DESOTO","375","0","14","185","53","158","1","149","26"
"2058",250151,"ALLIANCE HEALTH CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059",250152,"MISSISSIPPI METHODIST REHAB CTR","0","0","0","0","0","0","0","0","0"
"2060",250162,"HANCOCK MEDICAL CENTER","481","0","0","84","266","72","0","53","4"
"2061",250163,"PATIENTS CHOICE MEDICAL CENTER","0","0","0","0","0","0","0","0","0"
"2062",250167,"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","184","0","0","3","114","56","4","20","8"
"2063",250168,"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","139","72","12","36","72","24","0","0","12"
"2064",251300,"LACKEY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065",251302,"MONROE REGIONAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066",251303,"STONE COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067",251304,"TALLAHATCHIE CRITICAL ACCESS HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068",251306,"PERRY COUNTY GENERAL HOSP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069",251308,"PONTOTOC HEALTH SERVICE CAH","0","0","0","0","0","0","0","0","0"
"2070",251309,"FIELD HEALTH SYSTEM","208","108","0","9","1075","2","0","0","2"
"2071",251312,"TYLER HOLMES MEMORIAL HOSPITAL CAH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",251313,"BAPTIST MEDICAL CENTER YAZOO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073",251314,"QUITMAN COUNTY HOSPITAL CAH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074",251315,"BAPTIST MEDICAL CENTER-LEAKE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",251316,"H C WATKINS MEMORIAL HOSPITAL INC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076",251318,"NORTH SUNFLOWER MEDICAL CENTER CAH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077",251319,"HOLMES COUNTY HOSPITAL AND CLINICS","48","0","0","0","675","0","0","0","0"
"2078",251320,"CLAIBORNE COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079",251322,"LAIRD HOSPITAL INC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080",251323,"SCOTT REGIONAL HOSPITAL CAH","127","0","0","65","308","60","1","0","10"
"2081",251324,"WALTHALL COUNTY GENERAL HOSPITAL CAH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082",251325,"COVINGTON COUNTY HOSPITAL CAH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083",251327,"COPIAH COUNTY MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084",251329,"GREENE COUNTY HOSPITAL CAH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085",251330,"FRANKLIN COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086",251331,"BMH-CALHOUN","0","0","0","0","0","0","0","0","0"
"2087",251333,"PEARL RIVER COUNTY HOSPITAL & NURSING HOME",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088",251334,"CHOCTAW REGIONAL MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089",251335,"JOHN C STENNIS MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090",251336,"BAPTIST MEDICAL CENTER - ATTALA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091",251337,"TIPPAH COUNTY HOSPITAL","0","0","0","0","0","0","0","0","3"
"2092",260001,"MERCY HOSPITAL JOPLIN","3859","0","19","97","1420","200","69","75","76"
"2093",260004,"COOPER COUNTY MEMORIAL HOSPITAL","56","4","0","0","14","0","0","0","0"
"2094",260005,"SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","2676","346","3120","1122","773","362","889","242","176"
"2095",260006,"MOSAIC LIFE CARE AT ST JOSEPH","426","0","27","82","71","197","133","2","281"
"2096",260009,"BOTHWELL REGIONAL HEALTH CENTER","486","0","168","329","49","220","20","149","28"
"2097",260011,"SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY","2369","0","149","1861","727","193","206","118","59"
"2098",260015,"TWIN RIVERS REGIONAL MEDICAL CENTER","108","147","17","31","322","15","2","0","5"
"2099",260017,"PHELPS COUNTY REGIONAL MEDICAL CENTER","1796","576","2473","159","29","10","345","7","65"
"2100",260020,"MERCY HOSPITAL ST LOUIS","23130","590","392","2310","1451","2359","131","372","734"
"2101",260022,"NORTHEAST REGIONAL MEDICAL CENTER","1373","461","46","264","48","31","2","20","20"
"2102",260023,"MERCY HOSPITAL JEFFERSON","1244","0","14","13","1642","127","4","3","9"
"2103",260024,"TEXAS COUNTY MEMORIAL HOSPITAL","427","132","0","15","4","1","0","0","1"
"2104",260025,"HANNIBAL REGIONAL HOSPITAL","736","610","2510","497","284","318","333","144","250"
"2105",260027,"RESEARCH MEDICAL CENTER","2097","707","309","389","365","350","301","144","417"
"2106",260032,"BARNES JEWISH HOSPITAL","8250","1870","1210","2797","4156","1239","559","690","1266"
"2107",260034,"BATES COUNTY MEMORIAL HOSPITAL","657","127","23","14","1524","7","0","0","26"
"2108",260040,"COX MEDICAL CENTERS","13457","1367","944","3767","3439","1327","283","335","624"
"2109",260047,"CAPITAL REGION MEDICAL CENTER","2923","0","97","867","183","94","32","75","123"
"2110",260048,"TRUMAN MEDICAL CENTER HOSPITAL HILL","730","498","37","18","1077","29","22","0","13"
"2111",260050,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE","837","57","648","349","20","59","21","0","2"
"2112",260052,"MERCY HOSPITAL WASHINGTON","5095","735","119","362","173","410","46","83","162"
"2113",260057,"CAMERON REGIONAL MEDICAL CENTER","709","0","60","105","55","40","6","15","13"
"2114",260059,"MERCY HOSPITAL LEBANON","1980","1044","110","269","94","110","0","6","86"
"2115",260061,"NEVADA REGIONAL MEDICAL CENTER","805","107","35","74","22","14","0","3","6"
"2116",260062,"SAINT LUKES NORTH HOSPITAL","2586","897","76","319","1022","134","91","46","81"
"2117",260064,"SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","1022","177","258","181","55","207","27","11","16"
"2118",260065,"MERCY HOSPITAL SPRINGFIELD","14354","3509","1747","3239","834","1150","234","624","594"
"2119",260068,"BOONE HOSPITAL CENTER","3444","27","338","693","6593","901","252","113","258"
"2120",260070,"PEMISCOT COUNTY MEMORIAL HOSPITAL","441","0","389","0","195","342","0","0","89"
"2121",260074,"MOBERLY REGIONAL MEDICAL CENTER","506","179","20","68","25","94","8","51","2"
"2122",260077,"ST ANTHONY'S MEDICAL CENTER","6552","164","153","1109","4950","696","256","102","475"
"2123",260078,"OZARKS MEDICAL CENTER","276","0","0","0","3","0","11","25","7"
"2124",260080,"SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY","0","0","0","0","0","0","0","0","0"
"2125",260081,"SSM HEALTH ST CLARE HOSPITAL - FENTON","3426","2","3243","718","209","388","571","121","78"
"2126",260085,"ST JOSEPH MEDICAL CENTER","718","0","1845","588","871","35","49","34","13"
"2127",260091,"SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","7813","440","2124","1285","2247","755","3457","196","204"
"2128",260094,"COX MEDICAL CENTER BRANSON","1628","247","115","244","1349","154","39","68","63"
"2129",260095,"CENTERPOINT MEDICAL CENTER","689","1","65","651","4092","312","139","23","179"
"2130",260096,"NORTH KANSAS CITY HOSPITAL","5028","0","383","1399","801","748","164","140","361"
"2131",260097,"WESTERN MISSOURI MEDICAL CENTER","650","0","20","61","145","96","0","5","10"
"2132",260102,"TRUMAN MEDICAL CENTER LAKEWOOD","201","7","20","125","463","15","0","0","0"
"2133",260104,"SSM HEALTH DEPAUL HOSPITAL ST LOUIS","5371","389","5493","1820","368","637","3834","227","125"
"2134",260105,"SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","93","955","130","195","103","144","29","223","257"
"2135",260108,"MISSOURI BAPTIST MEDICAL CENTER","7931","69","190","493","3592","1168","487","633","441"
"2136",260110,"SOUTHEASTHEALTH","2624","0","222","1590","209","376","153","115","107"
"2137",260113,"MISSOURI DELTA MEDICAL CENTER","1738","471","56","234","88","67","47","104","66"
"2138",260119,"POPLAR BLUFF REGIONAL MEDICAL CENTER","1465","0","56","71","394","197","19","8","29"
"2139",260137,"FREEMAN HEALTH SYSTEM - FREEMAN WEST","3115","0","625","763","5227","645","215","69","426"
"2140",260138,"ST LUKES HOSPITAL OF KANSAS CITY","2647","36","216","488","789","598","145","309","241"
"2141",260141,"UNIVERSITY OF MISSOURI HEALTH CARE","7798","620","202","45","8203","485","118","51","667"
"2142",260142,"FITZGIBBON HOSPITAL","1068","0","54","118","29","18","6","0","0"
"2143",260160,"SOUTHEASTHEALTH CENTER OF STODDARD COUNTY","43","0","0","64","36","0","9","0","10"
"2144",260162,"BARNES-JEWISH WEST COUNTY HOSPITAL","5815","541","115","331","524","336","17","79","276"
"2145",260163,"PARKLAND HEALTH CENTER","1822","0","9","142","401","183","5","38","21"
"2146",260175,"GOLDEN VALLEY MEMORIAL HOSPITAL","1636","667","156","171","696","175","0","45","36"
"2147",260176,"DES PERES HOSPITAL","1408","0","178","1208","469","232","43","111","11"
"2148",260177,"LIBERTY HOSPITAL","987","24","119","576","211","380","38","56","79"
"2149",260179,"ST LUKES HOSPITAL","5134","1122","349","1187","1650","810","242","340","370"
"2150",260180,"CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST","2273","9","177","479","3465","183","261","168","238"
"2151",260183,"SAINT FRANCIS MEDICAL CENTER","4925","78","265","543","4221","651","41","98","192"
"2152",260186,"LAKE REGIONAL HEALTH SYSTEM","237","821","105","344","144","142","47","48","46"
"2153",260190,"LEE'S SUMMIT MEDICAL CENTER","2660","0","45","343","2968","177","24","140","108"
"2154",260191,"BARNES-JEWISH ST PETERS HOSPITAL","2952","832","74","416","378","175","14","155","101"
"2155",260193,"ST MARY'S MEDICAL CENTER","36","0","15","15","1450","20","5","0","13"
"2156",260195,"CITIZENS MEMORIAL HOSPITAL","1894","567","101","266","134","126","15","59","58"
"2157",260200,"SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS","5129","178","2072","1129","314","398","497","126","99"
"2158",260209,"FULTON MEDICAL CENTER LLC","246","157","1","6","0","0","0","0","0"
"2159",260210,"ST ALEXIUS HOSPITAL","231","121","8","28","1786","14","24","2","0"
"2160",260214,"BELTON REGIONAL MEDICAL CENTER","1235","0","65","447","92","79","0","15","17"
"2161",260216,"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","1595","0","27","280","149","158","325","86","171"
"2162",260219,"PROGRESS WEST HOSPITAL","2970","0","130","276","2788","75","1","20","21"
"2163",260227,"BLACK RIVER COMMUNITY MEDICAL CENTER","2217","1259","21","80","38","74","14","0","3"
"2164",261303,"COMMUNITY HOSPITAL ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165",261306,"SULLIVAN COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",261308,"WASHINGTON COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167",261309,"WRIGHT MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168",261310,"SCOTLAND COUNTY  HOSPITAL","89","0","70","32","467","8","9","1","2"
"2169",261311,"PERRY COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170",261313,"MACON COUNTY SAMARITAN MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171",261319,"MERCY HOSPITAL LINCOLN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",261320,"LAFAYETTE REGIONAL HEALTH CENTER","565","27","9","54","200","6","0","0","1"
"2173",261321,"HEDRICK MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",261323,"CEDAR COUNTY MEMORIAL HOSPITAL","27","18","0","0","0","0","0","0","0"
"2175",261324,"CASS REGIONAL MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",261327,"RAY COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177",261328,"NORTHWEST MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",261330,"STE GENEVIEVE COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",261333,"PIKE COUNTY MEMORIAL HOSPITAL","158","43","118","24","12","0","0","0","16"
"2180",261334,"I-70 COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",261337,"MISSOURI BAPTIST SULLIVAN HOSPITAL","991","489","12","4","1164","106","0","0","3"
"2182",270003,"ST PETER'S HEALTH","4754","0","2219","1624","1285","380","4917","170","99"
"2183",270004,"BILLINGS CLINIC HOSPITAL","6745","986","539","1153","15485","1315","232","222","402"
"2184",270012,"BENEFIS HOSPITALS INC","3021","480","349","1227","2121","380","118","153","196"
"2185",270014,"ST PATRICK HOSPITAL","3925","218","22","295","283","408","240","31","148"
"2186",270017,"ST JAMES HEALTHCARE","671","0","935","440","1157","99","195","36","6"
"2187",270023,"COMMUNITY MEDICAL CENTER","1887","0","31","113","349","283","24","13","53"
"2188",270032,"NORTHERN MONTANA HOSPITAL","526","480","67","138","12","3","3","0","11"
"2189",270049,"ST VINCENT HEALTHCARE","2734","0","492","841","3181","68","750","180","97"
"2190",270051,"KALISPELL REGIONAL MEDICAL CENTER","2648","0","69","323","555","122","204","75","220"
"2191",270057,"BOZEMAN HEALTH DEACONESS HOSPITAL","2806","1502","328","655","1163","544","17","219","209"
"2192",270086,"GREAT FALLS CLINIC HOSPITAL","88","0","1","493","0","326","90","18","952"
"2193",270087,"THE HEALTHCENTER","610","2198","423","762","558","451","0","254","127"
"2194",270089,"BIG SKY MEDICAL CENTER","0","0","0","0","0","0","0","0","0"
"2195",271302,"DAHL MEMORIAL HEALTHCARE ASSOC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",271305,"MCCONE COUNTY HEALTH CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",271309,"PRAIRIE COMMUNITY HOSPITAL","0","0","0","0","0","0","0","0","0"
"2198",271310,"GARFIELD COUNTY HEALTH CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199",271316,"FRANCES MAHON DEACONESS HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200",271318,"BARRETT HOSPITAL & HEALTHCARE","673","49","4","221","44","64","9","0","37"
"2201",271320,"CABINET PEAKS MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",271321,"WHEATLAND MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203",271325,"ST LUKE COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204",271329,"MADISON VALLEY MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205",271335,"COMMUNITY HOSPITAL OF ANACONDA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206",271336,"NORTH VALLEY HOSPITAL","307","0","16","195","46","165","0","14","6"
"2207",271338,"BIG HORN CO MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",271341,"TRINITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",271342,"DANIELS MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",271343,"PROVIDENCE ST JOSEPH MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211",271344,"SIDNEY HEALTH CENTER","472","25","25","63","12","25","0","15","6"
"2212",310039,"RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION","2342","42","62","420","305","629","37","26","51"
"2213",271345,"CENTRAL MONTANA MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214",271346,"ROUNDUP MEMORIAL HEALTHCARE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",271347,"HOLY ROSARY HEALTHCARE","425","135","128","84","223","20","18","2","7"
"2216",280003,"BRYAN MEDICAL CENTER","3265","25","158","803","3369","906","2456","300","226"
"2217",280009,"CHI HEALTH GOOD SAMARITAN","1291","0","31","355","560","223","64","43","100"
"2218",280013,"THE NEBRASKA MEDICAL CENTER","4940","922","148","822","2473","397","1","482","1116"
"2219",280020,"CHI HEALTH ST ELIZABETH","1446","0","24","381","5559","477","16","114","238"
"2220",280023,"CHI HEALTH ST FRANCIS","689","0","51","172","437","112","37","33","222"
"2221",280032,"MARY LANNING HEALTHCARE","1004","103","178","316","365","139","45","91","66"
"2222",280040,"METHODIST HOSPITAL","3410","202","401","1230","682","1640","349","177","589"
"2223",280060,"CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B","5098","4","88","248","2572","586","385","192","229"
"2224",280061,"REGIONAL WEST MEDICAL CENTER","1558","2","130","321","498","179","10","47","57"
"2225",280065,"GREAT PLAINS HEALTH","873","0","36","241","2025","277","48","43","146"
"2226",280077,"FREMONT HEALTH MEDICAL CENTER","1559","628","108","513","2162","115","31","42","78"
"2227",280081,"CHI HEALTH IMMANUEL","870","0","146","377","176","170","2","30","47"
"2228",280105,"CHI HEALTH MIDLANDS","1466","21","39","89","131","115","9","8","48"
"2229",280111,"COLUMBUS COMMUNITY HOSPITAL","1200","0","95","183","863","152","0","35","35"
"2230",280125,"FAITH REGIONAL HEALTH SERVICES","459","0","62","237","2323","132","60","50","64"
"2231",280127,"LINCOLN SURGICAL HOSPITAL","1991","4015","309","1056","47","220","0","0","17"
"2232",280128,"CHI HEALTH NEBRASKA HEART","7","0","0","1","21","0","210","0","19"
"2233",280129,"NEBRASKA ORTHOPAEDIC HOSPITAL","0","0","625","3411","81","0","0","164","0"
"2234",280130,"CHI HEALTH LAKESIDE","2245","0","44","255","1210","330","3","39","209"
"2235",280131,"MIDWEST SURGICAL HOSPITAL LLC","0","0","75","446","3","0","0","0","0"
"2236",280132,"BELLEVUE MEDICAL CENTER","2031","0","76","225","256","82","0","61","44"
"2237",280133,"NEBRASKA SPINE HOSPITAL, LLC","0","0","0","330","0","0","0","0","0"
"2238",280134,"KEARNEY REGIONAL MEDICAL CENTER","714","0","12","47","30","60","28","11","7"
"2239",281300,"HARLAN COUNTY HEALTH SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240",281301,"FILLMORE COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241",281302,"PAWNEE COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242",281303,"NIOBRARA VALLEY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243",281304,"THAYER COUNTY HEALTH SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244",281305,"KIMBALL HEALTH SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245",281306,"KEARNEY COUNTY HEALTH SERVICES HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246",281307,"SAUNDERS MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247",281308,"HENDERSON HEALTH CARE SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248",281309,"COMMUNITY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249",281310,"REGIONAL WEST GARDEN COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250",281311,"FRANKLIN COUNTY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",281312,"GENOA COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252",281313,"GOTHENBURG MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253",281314,"ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254",281315,"BRODSTONE MEMORIAL HOSP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255",281316,"WEBSTER COUNTY COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256",281318,"MORRILL COUNTY COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257",281319,"JEFFERSON COMMUNITY HEALTH CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258",281320,"MEMORIAL HOSPITAL","234","92","62","149","19","21","0","0","1"
"2259",281321,"OAKLAND MERCY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260",281322,"ST FRANCIS MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261",281323,"CHI HEALTH SCHUYLER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262",281324,"NEMAHA COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263",281325,"BROWN COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264",281326,"ANTELOPE MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265",281327,"COZAD COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266",281328,"MERRICK MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267",281329,"AVERA ST ANTHONY'S HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268",281330,"WARREN MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269",281331,"AVERA CREIGHTON HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270",281332,"BUTLER COUNTY HEALTH CARE CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",281333,"ROCK COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272",281334,"BOONE COUNTY HEALTH CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273",281335,"CALLAWAY DISTRICT HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274",281336,"YORK GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275",281338,"HOWARD COUNTY MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276",281339,"MEMORIAL HEALTH CARE SYSTEMS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277",281340,"DUNDY COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278",281341,"CHADRON COMMUNITY HOSPITAL CORP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279",281342,"CHI HEALTH ST MARY'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280",281343,"WEST HOLT MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281",281344,"CHERRY COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282",281345,"PROVIDENCE MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283",281346,"CHI HEALTH PLAINVIEW",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284",281347,"OSMOND GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285",281348,"TRI VALLEY HEALTH SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286",281349,"PENDER COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287",281350,"JOHNSON COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288",281351,"CHASE COUNTY COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289",281352,"COMMUNITY MEDICAL CENTER, INC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290",281353,"VALLEY COUNTY HEALTH SYSTEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291",281354,"CRETE AREA MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
