Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.5,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Multiracial,11.1,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.0,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,American Indian/Alaska Native,10.9,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,6.9,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.3,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,14.2,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.8,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,8.3,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.4,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,American Indian/Alaska Native,6.8,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.3,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.3,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.4,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,11.9,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,14.5,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.8,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.2,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.8,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,9.1,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,12.3,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,8.7,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.4,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,9.4,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,9.2,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.4,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,8.0,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to <20 events.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.1,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,11.8,"Cleveland, OH","Percentage of births under 2,500 grams.",,,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,12.9,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,16.0,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,12.3,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,12.4,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,10.2,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,10.5,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,9.9,11.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,6.8,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,4.2,9.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.4,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,12.4,14.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.4,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,5.7,9.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,12.9,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,Includes Unknown Race,,,8.9,16.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,8.7,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,7.9,9.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,9.0,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,9.3,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,10.3,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,17.7,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,8.5,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,12.5,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,10.5,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,13.0,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,12.6,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,14.1,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.5,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",Hispanic Ancestry includes all races,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,5.8,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.8,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.1,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,7.8,8.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.1,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,12.2,14.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.9,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,6.4,7.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,8.6,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,7.4,9.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.1,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,6.6,7.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.9,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,6.8,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,6.8,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,5.3,8.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.6,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,12.8,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.7,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.0,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.1,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,8.0,8.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,9.7,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,9.3,10.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,12.7,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,12.3,13.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.4,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.3,7.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,7.0,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,13.8,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,6.7,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,12.1,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,7.7,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,9.4,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.5,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.0,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.1,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,8.7,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.6,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.2,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,12.9,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,5.1,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,11.4,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,8.6,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,10.0,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.2,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,8.5,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,8.0,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,12.6,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.8,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,11.2,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.6,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,6.9,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2013",,,,,6.2,7.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,8.0,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2013",,,,,6.1,10.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,9.8,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2013",,,,,8.0,11.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,5.8,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2013",,,,,4.7,7.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,4.8,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2013",,,,,3.7,6.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,10.7,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,10.3,11.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.7,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,12.9,14.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,9.0,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,8.0,9.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,11.7,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,9.6,13.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.2,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,3.5,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,7.4,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,7.4,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,American Indian alone; Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,9.3,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.0,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,9.2,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.4,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,6.4,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.9,6.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,8.3,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,6.5,10.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,11.0,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,8.7,13.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.5,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.2,8.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,5.6,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.0,6.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,15.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,10.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,8.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,6.5,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,7.8,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,10.4,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
