Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Black,49.5,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Hispanic,53.8,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Other,42.7,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,White,51.4,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,50.0,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,49.9,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,White,38.8,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,25.0,52.5
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,54.1,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,45.7,62.5
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Asian/PI,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","CHIS Statistically unstable.YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Black,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","CHIS Statistically unstable.YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Hispanic,62.2,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,51.1,73.2
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Other,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","Other=American Indian/Alaskan Native and Two or more races (not hispanic) 2014 and 2015 statistically unstable; Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,51.4,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,40.6,62.3
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,56.9,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,44.3,69.5
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Asian/PI,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Black,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Hispanic,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Other,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,White,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,59.3,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,58.5,60.1
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,American Indian/Alaska Native,67.0,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,61.1,72.9
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Asian/PI,72.1,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Asian alone; Value reported is for the 2014-2015 flu season,,,68.6,75.6
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Black,58.3,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,55.8,60.8
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Hispanic,64.2,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,62.4,66.0
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,White,56.0,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,55.1,56.9
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,59.0,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,58.0,60.0
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Male,All,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Male,All,52.0,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Female,All,52.1,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,White,54.4,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Other,46.2,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Hispanic,54.5,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Black,51.9,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Asian/PI,57.4,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,All,52.1,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2015 would have started around August 2015 and run through March 2016. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Male,All,41.1,"New York City, NY",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"New York Citywide Immunization Registry (CIR), a confidential, population-based, immunization information system (IIS) that collects and consolidates immunization records of people vaccinated at healthcare facilities within New York City.",,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Female,All,41.1,"New York City, NY",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"New York Citywide Immunization Registry (CIR), a confidential, population-based, immunization information system (IIS) that collects and consolidates immunization records of people vaccinated at healthcare facilities within New York City.",,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,All,41.1,"New York City, NY",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"New York Citywide Immunization Registry (CIR), a confidential, population-based, immunization information system (IIS) that collects and consolidates immunization records of people vaccinated at healthcare facilities within New York City.",,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,All,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Asian/PI,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Black,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Hispanic,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Other,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,White,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Female,All,,"San Francisco, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,CHIS,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Male,All,50.0,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,31.1,68.9
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Female,All,50.3,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,26.1,74.5
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,White,46.5,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,20.7,72.3
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Other,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","Other=American Indian/Alaskan Native and Two or more races (not hispanic) 2014 and 2015 statistically unstable; Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Hispanic,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Black,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","CHIS Statistically unstable.YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,Asian/PI,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","CHIS Statistically unstable.YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2015,Both,All,50.2,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,32.6,67.8
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Male,All,57.8,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2010. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,40.0,75.7
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Female,All,41.1,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2010. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,24.4,57.8
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,White,66.8,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2010. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,47.7,85.8
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,Other,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,Hispanic,41.7,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2010. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,25.0,58.3
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,Black,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,All,49.3,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2010. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,38.2,60.4
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,Other,49.1,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2016 would have started around August 2016 and run through March 2017. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,Hispanic,53.3,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2016 would have started around August 2016 and run through March 2017. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2016,Both,Black,50.0,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2016 would have started around August 2016 and run through March 2017. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
